id;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
1;accento-overdose-pride-edition;xerjoff;Italy;unisex;1,42;201;2022.0;fruity notes, aldehydes, green notes;bulgarian rose, egyptian jasmine, lily-of-the-valley;eucalyptus, pine;unknown;;rose;woody;fruity;aromatic;floral
2;classique-pride-2024;jean-paul-gaultier;France;women;1,86;70;2024.0;yuzu, citruses;orange blossom, neroli;musk, blonde woods;unknown;;citrus;white floral;sweet;fresh;musky
3;classique-pride-2023;jean-paul-gaultier;France;unisex;1,91;285;2023.0;blood orange, yuzu;neroli, orange blossom;musk, white woods;natalie gracia-cetto;quentin bisch;citrus;white floral;sweet;fresh spicy;musky
4;pride-edition-man;bruno-banani;Germany;men;1,92;59;2019.0;guarana, grapefruit, red apple;walnut, lavender, guava;vetiver, benzoin, amber;unknown;;fruity;nutty;woody;tropical;
5;le-male-pride-collector;jean-paul-gaultier;France;men;1,93;632;2020.0;mint, lavender, cardamom, artemisia, bergamot;caraway, cinnamon, orange blossom;vanilla, sandalwood, amber, cedar, tonka bean;francis kurkdjian;;aromatic;warm spicy;fresh spicy;cinnamon;vanilla
6;le-male-pride-2023;jean-paul-gaultier;France;men;1,95;531;2023.0;yuzu, blood orange;neroli, orange blossom;musk, white woods;unknown;;citrus;white floral;sweet;fresh spicy;green
7;le-male-pride-2024;jean-paul-gaultier;France;men;1,95;285;2024.0;citruses, yuzu;neroli, orange blossom;woodsy notes, musk;unknown;;white floral;citrus;fresh;soapy;
8;polo-red-pride-edition;ralph-lauren;USA;men;2,05;107;2020.0;cranberry, pink grapefruit, citron;clary sage, lavender, saffron;amberwood, brazilian redwood, coffee;olivier gillotin;;woody;amber;citrus;warm spicy;aromatic
9;ralph-pride-edition;ralph-lauren;USA;women;2,12;50;2020.0;tangerine, green apple, freesia;magnolia, lime (linden blossom), osmanthus;musk, white iris;alain alchenberger;;citrus;fruity;floral;sweet;green
10;waffle;we-pink;Brazil;women;2,41;27;2023.0;strawberry, almond, raspberry;butter, peach blossom, violet;praline, vanilla, musk;unknown;;powdery;musky;violet;fruity;fresh
11;le-male-pride-edition;jean-paul-gaultier;France;men;2,53;662;2022.0;blood orange, yuzu;neroli, orange blossom;musk, white woods;natalie gracia-cetto;quentin bisch;citrus;white floral;fresh spicy;sweet;musky
12;rouge-imperiale;vivamor-parfums;France;unisex;2,62;26;2023.0;saffron, bulgarian rose;australian sandalwood, iris, jasmine;suede, bourbon vanilla, texas cedar;chris maurice;;leather;warm spicy;rose;powdery;metallic
13;cherry-lady;brocard;Russia;women;2,64;39;;watermelon, mango, papaya, pineapple, peach, lemon;lotus, hibiscus;musk, sandalwood, amber;unknown;;fruity;tropical;sweet;ozonic;aquatic
14;french-kiss;bybozo;France;women;2,65;26;2023.0;lemon verbena, neroli;fig, corn, magnolia, saffron, barberry, cherry blossom;pear wood, meringue, amber;unknown;;fruity;woody;sweet;floral;citrus
15;erba-oud;sospiro-perfumes;Italy;unisex;2,66;65;2022.0;orange, bergamot, lemon;melon, saffron, peach, apple;agarwood (oud), leather, vanilla, amber, white musk;christian provenzano;;citrus;oud;fruity;leather;sweet
16;donald-trump;trump;USA;men;2,68;569;2004.0;cucumber, black basil, mint, citruses;spicy notes, pepper, herbal notes, woody notes;spicy notes, exotic woods, vetiver;annie buzantian;;green;fresh spicy;aromatic;ozonic;aquatic
17;school;rook-perfumes;UK;unisex;2,68;28;2021.0;concrete, woody notes, ozonic notes, moss;rubber, paper, olibanum;coffee, cedar;nadeem crowe;;rubber;mineral;paper;woody;
18;glamour-gold-glam;o-boticario;Brazil;women;2,69;118;2022.0;raspberry, neroli, bergamot;jasmine, orange blossom, tuberose;clearwood, amber, sandalwood, patchouli, cistus incanus;adilson rato;;woody;white floral;fruity;sweet;amber
19;clean-simply-soap;clean;USA;women;2,71;143;2009.0;bergamot, frangipani;lotus, violet, rose;musk;unknown;;floral;powdery;citrus;musky;violet
20;visionair-midnight-blue;michael-malul-london;USA;men;2,71;42;2020.0;watermelon, lavender, bergamot;lotus, jasmine;musk, sandalwood, amber;unknown;;ozonic;aquatic;lavender;citrus;floral
21;malbec-sport;o-boticario;Brazil;men;2,72;299;2016.0;nutmeg, cardamom, lime, bergamot, mandarin orange, juniper;lavender, geranium, head space waterfall, sage;leather, patchouli, sandalwood, musk, amber, cedar, moss, vetiver, tonka bean;francisco marano;;leather;fresh spicy;warm spicy;woody;aromatic
22;cyber-sex;filippo-sorcinelli;Italy;unisex;2,74;70;2021.0;juniper berries, pink grapefruit, mandarin orange, neroli;rosemary, spices, cyclamen, lavender, almond blossom;ambrette (musk mallow), vetiver, cedar, precious woods, vanilla, tonka bean;unknown;;aromatic;fresh spicy;woody;citrus;musky
23;classique-pride-edition;jean-paul-gaultier;France;women;2,75;174;2022.0;yuzu, blood orange;neroli, orange blossom;musk, white wood;natalie gracia-cetto;quentin bisch;citrus;white floral;musky;woody;fresh spicy
24;oud-imperium;navitus-parfums;UAE;unisex;2,81;62;2019.0;apple, lavender, lemon;jasmine, vanilla, woody notes, lily-of-the-valley;agarwood (oud), amber, tonka bean, sandalwood, cypriol oil or nagarmotha, musk, guaiac wood;christian carbonnel;;woody;vanilla;amber;powdery;oud
25;vetiver;franck-boclet;France;unisex;2,81;32;2018.0;bergamot, lemon, orange;vetiver, orange blossom, lily-of-the-valley, rose, jasmine;vetiver, musk, sandalwood, cedar, chive;bruno herve;;citrus;white floral;woody;aromatic;musky
26;cristina-la-veneno-veneno-pa-tu-piel;ricardo-ramos-perfumes-de-autor;Spain;unisex;2,82;55;2020.0;tonic water, gin, berry fruits;vinyl, blood, saffron, turkish rose;madagascar vanilla, musk, galbanum, sandalwood;jorge lee;ricardo ramos;vinyl;mineral;metallic;aromatic;
27;quickie-and-coffee;filippo-sorcinelli;Italy;unisex;2,82;33;2024.0;coffee, honey, pine;animal notes, saffron, marine notes, jasmine;musk, ambrette, amber;filippo sorcinelli;;musky;warm spicy;animalic;coffee;powdery
28;orangerie-mimosa;faberlic;Russia;women;2,83;52;2003.0;mimosa;red lily;iris, tonka bean;thomas fontaine;;yellow floral;powdery;floral;sweet;white floral
29;aventhis;in-the-box;Brazil;men;2,83;65;2019.0;bergamot, pineapple, apple, black currant leaf;birch, patchouli, red berries, jasmine;oakmoss, musk, amber, vanilla;unknown;;fruity;mossy;woody;earthy;citrus
30;212-heroes-collector-edition;carolina-herrera;USA;men;2,84;31;2023.0;pear, cannabis, lemon zest, ginger;african geranium;leather, woodsy notes;unknown;;leather;woody;aromatic;citrus;cannabis
31;wild-carrot-oud;bohoboco;Poland;unisex;2,85;147;2022.0;carrot, cinnamon, bergamot;agarwood (oud), dry wood, cedar, tobacco;earthy notes, leather, styrax;unknown;;earthy;woody;powdery;oud;soft spicy
32;titaniks;dzintars;Latvia;men;2,86;56;2000.0;watery notes, bergamot, grapefruit;seaweed, myrtle, iris;pine tree, woody notes, amber;unknown;;aromatic;woody;aquatic;marine;fresh spicy
33;neroli;aaron-terence-hughes;UK;unisex;2,86;29;2019.0;neroli;jasmine sambac;sandalwood;aaron terence hughes;;white floral;citrus;woody;floral;fresh
34;snow-palace;brocard;Russia;women;2,88;33;2023.0;ozonic notes, aquatic notes, aldehydes;white musk, lily of the valley, bergamot;sandalwood, amber;unknown;;ozonic;aldehydic;fresh;marine;musky
35;neroli-outrenoir-2024;guerlain;France;unisex;2,89;27;2024.0;petitgrain, bergamot, lemon, tangerine, grapefruit;tea, neroli, earthy notes, orange blossom, smoke;benzoin, vanilla, ambrette (musk mallow), myrrh, moss;delphine jelk;thierry wasser;citrus;green;white floral;fresh spicy;aromatic
36;santal-rouge;il-profvmo;Italy;men;2,9;30;2011.0;bitter orange;sandalwood, carnation, red berries;clove, brazilian rosewood;unknown;;woody;warm spicy;powdery;citrus;balsamic
37;oud-luxuria;navitus-parfums;UAE;unisex;2,91;69;2019.0;turkish rose, saffron, leather, red berries, orange, cinnamon;geranium, rose, jasmine, osmanthus;agarwood (oud), incense, musk, labdanum, amber;christian carbonnel;;rose;fresh spicy;oud;warm spicy;amber
38;diesel-green-feminine-special-edition;diesel;Italy;women;2,92;26;2003.0;lime, ginger, cinnamon;carnation, orange blossom, jasmine, rose;cedar, sandalwood, amber, musk;arturetto landi;;warm spicy;citrus;woody;white floral;floral
39;whispers-of-temptation;house-of-sillage;USA;unisex;2,92;37;2021.0;black currant, plum, cardamom;saffron, rose petals, night blooming jasmine;suede, agarwood (oud), australian sandalwood;unknown;;fruity;oud;woody;warm spicy;leather
40;dodo-edition-2020;zoologist-perfumes;Canada;unisex;2,93;237;2020.0;rosemary, petitgrain, bergamot, pink pepper;black currant, pineapple, clary sage, cardamom;cumin, basil, lavender, musk, geranium, oakmoss, patchouli, tonka bean, oak;yves cassar;;fresh spicy;aromatic;fruity;woody;sweet
41;oshi;bi-es;Poland;women;2,93;30;;freesia, litchi, peony, pepper;lily-of-the-valley, magnolia, violet root;powdery notes, cedar, white musk;unknown;;floral;powdery;fresh;woody;fresh spicy
42;spring-bloom;brocard;Russia;unisex;2,93;42;2021.0;citruses, green notes, watery notes, mint;peony, apple, rose, lily-of-the-valley, plum;musk, woody notes, amber;unknown;;fresh;green;floral;rose;musky
43;laaurora;ricardo-ramos-perfumes-de-autor;Spain;unisex;2,93;29;2017.0;bergamot, cardamom, violet;turkish rose, atlas cedar, carnation;olibanum, gurjan balsam, cashmere musk;jorge lee;;warm spicy;citrus;aromatic;rose;fresh spicy
44;charming-snowdrop;pokrovka-trading-house;Russia;women;2,93;28;;freesia, pepper;snowdrops, jasmine, bulgarian rose;incense, sandalwood;marina nikitina;;floral;fresh;white floral;green;
45;desir-infini;navitus-parfums;UAE;unisex;2,94;34;2023.0;italian lemon, red fruits;geranium, saffron;woodsy notes, oud, leather, smoke, amber;bertrand duchaufour;;woody;smoky;leather;oud;fresh spicy
46;cafe;franck-boclet;France;unisex;2,94;197;2019.0;coffee, bergamot, lemon;lily, rosemary, orange blossom, rose;moss, patchouli, sandalwood, vanilla, amber, cedar, vetiver;bruno herve;;woody;warm spicy;earthy;white floral;coffee
47;1-million;paco-rabanne;Spain;men;2,95;149;2014.0;blood orange, grapefruit, mint;cinnamon, spices, rose;leather, amber, white woods, patchouli;unknown;;citrus;warm spicy;cinnamon;leather;woody
48;erato;brocard;Russia;women;2,95;43;2017.0;coriander, lemon, orange;strawberry, violet, spun sugar, raspberry;vanilla, musk, sandalwood, palisander rosewood, tolu balsam, amber;bertrand duchaufour;;sweet;powdery;fruity;vanilla;woody
49;new-look-2024;dior;France;unisex;2,96;395;2024.0;aldehydes;frankincense;amber;francis kurkdjian;;amber;aldehydic;fresh;fresh spicy;soapy
50;morayma;ricardo-ramos-perfumes-de-autor;Spain;women;2,96;26;2016.0;fig leaf, guava, coriander, grapefruit;gardenia, jasmine, magnolia, chamomile, narcissus;musk, hay, orris root;jorge lee;;white floral;green;musky;herbal;lactonic
51;flowers;franck-boclet;France;unisex;2,96;56;2018.0;basil, lime, bergamot;lily-of-the-valley, neroli, tuberose, rose;ylang-ylang, musk, sandalwood;bruno herve;;white floral;green;fresh;fresh spicy;citrus
52;popper-pop;filippo-sorcinelli;Italy;unisex;2,96;48;2021.0;sweet almond, red apple, mint, nashi pear;orchid, magnolia, davana, pitosporum;woody notes;unknown;;fruity;almond;floral;sweet;nutty
53;kaorishiro;dilis-parfum;Turkey;women;2,96;46;2013.0;lemon verbena, jasmine;hyacinth, musk, lemon;galbanum, cedar, moss;unknown;;green;citrus;floral;musky;fresh spicy
54;lesnaa-malina-i-dusica-wild-raspberries-and-oregano;brocard;Russia;women;2,97;124;2021.0;raspberry, watery notes, wild strawberry;rose hip, violet;caramel, musk, oakmoss;angeline poubeau leporini;;fruity;sweet;caramel;rose;musky
55;collection-privee-brise-d-amour;faberlic;Russia;women;2,97;39;2003.0;neroli, rose hip, pineapple, green apple, jasmine, galbanum;freesia, iris, lily, lily-of-the-valley, rose;musk, amber, vanilla, apricot;unknown;;white floral;floral;fruity;powdery;rose
56;roma-eau-de-toilette-rosa;laura-biagiotti;Italy;women;2,97;61;2017.0;wild berries, bergamot;rose, jasmine, peony, neroli;vanilla, musk, sandalwood;domitille michalon bertier;;vanilla;floral;rose;powdery;fruity
57;campus;molinard;France;unisex;2,97;34;2022.0;pineapple, apple, lemon;geranium, lavender, sandalwood;patchouli, amberwood, musk;unknown;;fruity;fresh spicy;aromatic;woody;lavender
58;veneno;miguel-matos;Portugal;unisex;2,97;31;2018.0;narcissus, cypriol oil or nagarmotha, saffron, osmanthus;cade oil, civet, patchouli, lily-of-the-valley, amber, rose;peru balsam, costus, musk, ambrette (musk mallow), oakmoss, tonka bean;christian carbonnel;;woody;musky;amber;earthy;balsamic
59;slightly-b-tch;filippo-sorcinelli;Italy;unisex;2,97;34;2021.0;leather, clementine, mint, bitter orange, green almond;ylang-ylang, artemisia, hawthorn, labdanum;cedar, pine tree;unknown;;yellow floral;sweet;woody;aromatic;fresh spicy
60;souvenir;faberlic;Russia;women;2,98;65;2003.0;freesia, raspberry, litchi;lily-of-the-valley, lily, jasmine, ylang-ylang, rose, peony;patchouli, white musk;alain allione;;white floral;fresh;floral;green;patchouli
61;love-pulse;avon;USA;women;2,99;119;2013.0;carambola (star fruit);rose;musk, cedar;unknown;;rose;fruity;tropical;musky;woody
62;egeo-on-you;o-boticario;Brazil;unisex;2,99;136;2019.0;mint, eucalyptus, cardamom, pineapple, bergamot, peach, melon;fenugreek, woody notes, sage, green leaves, lavender, galbanum;milk, vetiver, benzoin, sandalwood, amber, musk;david apel;;aromatic;woody;fresh spicy;green;warm spicy
63;uviolet;faberlic;Russia;women;2,99;97;2018.0;green leaves, pink grapefruit;flowers, magnolia, orchid, blackberry;white wood, amber, vanilla;maurice roucel;;floral;green;citrus;fruity;
64;scarlet-rain;mandarina-duck;Italy;women;2,99;261;2008.0;blood orange, red currant;cyclamen, orchid, rose;benzoin, amber, musk;guillaume flavigny;;floral;fruity;amber;citrus;fresh
65;western-leather-white;alexandre-j;France;women;3;116;2014.0;apple, rhubarb, red berries;pineapple, pear, black currant, freesia, rose, jasmine;white musk, violet, amberwood, moss;unknown;;fruity;sweet;fresh;green;musky
66;little-mermaid;disney;USA;women;3;26;2020.0;jasmine sambac;tuberose;almond;unknown;;white floral;tuberose;almond;animalic;
67;wild-orange;fragrance-du-bois;France;unisex;3;28;2023.0;orange, mandarin orange, lemon, bergamot;orange blossom, lily of the valley, cypress;sandal, cedar, patchouli, vetiver;shadi samra;;citrus;white floral;woody;sweet;fresh
68;vf-virginia-fonseca-honey;we-pink;Brazil;women;3;29;2023.0;blood orange, peach, cardamom;rum, cognac, jasmine;vanilla, patchouli, sandalwood;unknown;;woody;rum;warm spicy;citrus;sweet
69;muguet-du-bonheur-2021;caron;France;women;3;29;;watermelon, lime, nashi pear, bergamot, italian mandarin;lily-of-the-valley, turkish rose, rose;patchouli, moss, virginian cedar;jean jacques;;citrus;aquatic;ozonic;fruity;white floral
70;success;trump;USA;men;3,01;483;2011.0;juniper, coriander, red currant;bamboo, ginger, geranium;birch, vetiver, musk, tonka bean;yann vasnier;;aromatic;woody;fresh spicy;leather;warm spicy
71;chic-blossom;haute-fragrance-company-hfc;France;women;3,01;85;2017.0;indian jasmine, italian lemon, italian mandarin;jasmine sambac, amber;musk, benzoin, tobacco;vincent ricord;;white floral;musky;amber;powdery;citrus
72;synthetic-nature;frederic-malle;France;unisex;3,02;58;2024.0;black currant, lily of the valley, basil;jasmine, hyacinth, ylang ylang;patchouli;anne flipo;;white floral;fruity;green;fresh spicy;floral
73;lagerfeld-femme;karl-lagerfeld;France;women;3,02;232;2000.0;rhubarb, green mandarin, elemi resin;narcissus, lily;cedar, musk, cherry;christine nagel;;green;aromatic;yellow floral;citrus;fruity
74;pearl;arabesque-perfumes;UAE;unisex;3,02;95;2020.0;green apple, guava;sweet notes, tonka bean, peach, orange;white musk, white flowers, vanilla;luz vaquero;;sweet;fruity;musky;powdery;vanilla
75;sweet-sin;vivamor-parfums;France;unisex;3,02;40;2023.0;peach, dried apricot;rum, benzoin, tonka bean;indonesian patchouli leaf, madagascar vanilla, white musk;bertrand duchaufour;pierre flores;fruity;sweet;warm spicy;patchouli;amber
76;tutti-twilly-d-hermes;hermes;France;women;3,03;615;2023.0;litchi;ginger flower;musk;christine nagel;;fruity;warm spicy;fresh;tropical;musky
77;sankai-black;bi-es;Poland;men;3,03;34;;lemon, orange leaf, pineapple;lavender, geranium, clary sage, lily-of-the-valley, rose;musk, sandalwood, cedar;unknown;;aromatic;fresh spicy;citrus;lavender;woody
78;forest-oud;the-dua-brand;USA;unisex;3,03;36;;pine needles, grass;palisander rosewood;amber, agarwood (oud);mahsam raza;;woody;green;aromatic;amber;conifer
79;wood-flake;j-scent;Japan;unisex;3,03;38;2019.0;hinoki wood, cedar;vetiver, rose;guaiac wood, vanilla, musk, sandalwood;unknown;;woody;powdery;vanilla;aromatic;musky
80;glacier-athletic;oriflame;Sweden;men;3,04;48;2008.0;orange, lemon, sea water, bergamot;artemisia, cardamom;sandalwood, guaiac wood, amber, tonka bean;philippe bousseton;;citrus;aromatic;woody;herbal;fresh spicy
81;fiori-di-luna;bi-es;Poland;women;3,04;28;2014.0;mandarin orange, grapefruit;orange, peach;woody notes, musk;unknown;;citrus;woody;musky;;
82;svetskaya-lvitsa;brocard;Russia;women;3,04;215;2008.0;green apple, black currant, plum;rose, freesia, lily-of-the-valley;musk, cedar, sandalwood;unknown;;fruity;musky;floral;rose;woody
83;sunshine-kiss;avon;USA;women;3,05;59;2015.0;carambola (star fruit);frangipani;musk;unknown;;tropical;floral;fruity;musky;citrus
84;away-weekend-man;abercrombie-fitch;USA;men;3,05;41;2023.0;bergamot, apple, cardamom, clementine;lavender, clary sage, cypress, rosemary;atlas cedar, patchouli, cacao;claude dir;;aromatic;woody;fresh spicy;citrus;lavender
85;sepia;aftelier;USA;unisex;3,06;33;2012.0;mandarin orange, grapefruit, cedar;jasmine, big strawberry, coffee, cacao, lotus;ambergris, white tobacco, boletus edulis, indole, agarwood (oud), labdanum;mandy aftel;;white floral;amber;animalic;citrus;woody
86;rives;ellis-brooklyn;USA;unisex;3,06;174;2017.0;neroli, petitgrain;lavender, orange blossom;cashmere wood, white suede;jérôme epinette;;white floral;citrus;lavender;aromatic;musky
87;celebre-ice;avon;USA;women;3,07;122;2013.0;grapefruit, green notes, bergamot, violet leaf;rose, freesia, peach;musk, woody notes, vanilla;unknown;;citrus;green;musky;floral;powdery
88;purple-elixir;alyssa-ashley;USA;women;3,07;28;2018.0;star anise, jasmine, solar notes, aldehydes;jasmine, orange blossom, heliotrope, cashmere wood;amber, musk, vetiver;unknown;;white floral;powdery;anis;soft spicy;amber
89;gaultier-divine-le-parfum;jean-paul-gaultier;France;women;3,07;30;2024.0;solar notes, lily;frangipani, sea salt;amber, benzoin;unknown;;amber;white floral;floral;aldehydic;tropical
90;eye-to-eye-vlublena;faberlic;Russia;women;3,07;42;2003.0;cinnamon, apple, pineapple;toffee, caramel, vanilla, peach, jasmine, violet;tonka bean;unknown;;sweet;fruity;caramel;cinnamon;warm spicy
91;shisha-lounge;ricardo-ramos-perfumes-de-autor;Spain;unisex;3,07;42;2019.0;anise, red fruits, hazelnut, neroli;tobacco, labdanum, oakmoss, patchouli;amber, madagascar vanilla, tonka bean, musk;jorge lee;;sweet;amber;anis;soft spicy;tobacco
92;filth;aaron-terence-hughes;UK;unisex;3,07;43;2020.0;gardenia, jasmine sambac;amber, dark chocolate;leather, patchouli, natural musk;aaron terence hughes;;leather;animalic;amber;warm spicy;patchouli
93;dragon;boadicea-the-victorious;UK;unisex;3,07;30;2024.0;cinnamon, saffron;incense, magnolia, amber;cashmere musk, vanilla;unknown;;amber;warm spicy;smoky;floral;balsamic
94;deep-dark-vanilla;ds-durga;USA;unisex;3,08;160;2023.0;cabreuva, orchid, pink pepper;cypress, vanilla leaves, vine;dark patchouli, vanilla absolute, hay;david seth moltz;;green;vanilla;woody;fresh spicy;sweet
95;red-roses-cologne-2023;jo-malone-london;UK;women;3,08;36;2023.0;lemon;red rose;honeycomb;unknown;;rose;floral;;;
96;elvie-white-magic;oriflame;Sweden;women;3,08;156;2011.0;amalfi lemon, neroli, bergamot, pink pepper;jasmine, african orange flower, freesia;musk, virginia cedar, sandalwood;nathalie lorson;;citrus;white floral;musky;powdery;floral
97;flower-fresh;faberlic;Russia;women;3,08;62;2009.0;grass, watermelon, mandarin orange, peony;pink tulip, peach, tomato leaf;cypress, musk;pierre bourdon;;green;fresh;ozonic;aquatic;floral
98;d-red-by-diesel;diesel;Italy;unisex;3,08;108;2024.0;blood grapefruit;lavender;sandalwood;unknown;;lavender;citrus;woody;aromatic;fresh spicy
99;dolly-girl-lil-starlet;anna-sui;USA;women;3,08;106;2008.0;lemon, orange, pear;peony, lily;plum, musk;unknown;;citrus;fruity;fresh;sweet;floral
100;a-oud-ancienne;rogue-perfumery;USA;unisex;3,08;49;2022.0;agarwood, cypress;castoreum, amyris, labdanum;oakmoss, ylang ylang, bitter almond;unknown;;woody;oud;aromatic;leather;smoky
101;men-brahma;o-boticario;Brazil;men;3,09;32;2023.0;eucalyptus, lemon, black pepper, bergamot;elemi, artemisia, sage, cardamom;amber, musk, cedar, patchouli, vetiver;tamara mannina;;aromatic;woody;fresh spicy;citrus;warm spicy
102;yucatan-secret;comptoir-sud-pacifique;France;unisex;3,09;44;2021.0;watermelon, bergamot;absinthe, lavender;sandalwood, cashmere wood, amber;thomas fontaine;;ozonic;aquatic;woody;aromatic;lavender
103;vanilla-milk;ellis-brooklyn;USA;women;3,09;662;2022.0;milk, frangipani, jasmine, peony;bourbon vanilla, madagascar vanilla, cacao pod;benzoin, amyris, sandalwood, musk;meabh mccurtin;;vanilla;lactonic;woody;powdery;warm spicy
104;vodka-pink;paris-elysees;India;women;3,09;44;2015.0;verbena, sage, chamomile;rose, white flowers, geranium;moss, patchouli, vetiver;unknown;;earthy;rose;woody;mossy;white floral
105;champagne-royale;navitus-parfums;UAE;unisex;3,09;33;2021.0;ginger, champagne, sicilian lemon, italian mandarin;plum, iris, geranium, ceylon cinnamon, nutmeg, cypress;balsam fir, leather, virginia cedar, guaiac wood;julien rasquinet;;warm spicy;citrus;woody;fresh spicy;aromatic
106;lamborghini;jequiti;Brazil;men;3,09;32;2017.0;green notes, bergamot, pineapple, lime;cedar, apple, lily-of-the-valley;musk, vanilla, ambergris;alfredo monteiro filho;leandro petit;woody;aromatic;warm spicy;patchouli;citrus
107;fashionista;ellen-tracy;USA;women;3,09;44;2011.0;peach, plum, melon, citruses;mimosa, orange blossom, violet;woody notes, spicy notes;unknown;;powdery;yellow floral;sweet;white floral;fruity
108;revelation;cb-i-hate-perfume;USA;unisex;3,09;33;2006.0;fig leaf;white honey, spices;cypress, virginia cedar, french labdanum, amber;christopher brosius;;woody;green;honey;fresh;sweet
109;floral-musk;attar-collection;UAE;unisex;3,09;361;2021.0;tagetes, jasmine;caramel, amber;white musk, moss, lily-of-the-valley;unknown;;musky;caramel;sweet;amber;powdery
110;muna;lattafa-perfumes;UAE;unisex;3,1;30;2022.0;watermelon, strawberry;cyclamen, magnolia, peony, damask rose;musk, woody notes;unknown;;floral;musky;fresh;rose;woody
111;love-forever-white;bi-es;Poland;women;3,1;29;;grapefruit, black currant, apricot;lily-of-the-valley, jasmine, rose;apple, woody notes;unknown;;white floral;fresh;fruity;citrus;green
112;sin;bi-es;Poland;women;3,1;42;2014.0;tangerine, red currant, green notes;rose, plum, orange, freesia;amber, patchouli, musk;unknown;;fruity;citrus;sweet;amber;patchouli
113;e-l;zarkoperfume;Denmark;unisex;3,1;311;2013.0;white flowers, pomegranate;sea notes, green notes, green tea;white musk, white woods;unknown;;green;marine;aromatic;woody;white floral
114;fcuk-him;fcuk;UK;men;3,1;406;2004.0;lavender, rosemary, basil;tea, sage;vanilla, patchouli;geza schoen;;aromatic;fresh spicy;lavender;herbal;green
115;ehsas;al-haramain-perfumes;UAE;unisex;3,11;28;;musk, ambergris, woody notes, rose, white flowers, citruses, spicy notes;musk, ambergris, woody notes, aldehydes, lily-of-the-valley, sea notes, geranium, artemisia;musk, ambergris, rose, sandalwood, tonka bean, moss, guaiac wood;unknown;;woody;musky;amber;white floral;powdery
116;avon-luck-eau-so-happy;avon;USA;women;3,11;28;2022.0;raspberry;magnolia;musk;unknown;;musky;powdery;floral;sweet;
117;phantom-legion;paco-rabanne;Spain;men;3,11;213;2022.0;lemon zest, lavender, lemon;patchouli, smoke, lavender, earthy notes, apple;vanilla, lavender, vetiver;unknown;;citrus;earthy;woody;aromatic;patchouli
118;vanilla-sex;tom-ford;USA;unisex;3,11;1539;2023.0;bitter almond;vanilla, floral notes;vanilla absolute, ultravanil, tonka bean, sandalwood;unknown;;vanilla;almond;sweet;nutty;powdery
119;giordani-gold;oriflame;Sweden;women;3,11;1386;2002.0;white flowers, orange blossom, mandarin orange, lemon blossom;jasmine, tuberose, lily;cypress, patchouli, moss, white musk;bernard ellena;nathalie feisthauer;white floral;woody;tuberose;animalic;
120;commedia-dell-arte;brocard;Russia;women;3,11;44;2017.0;orange, lemon, bergamot;apricot, plum, honeysuckle, white flowers;honey, vanilla, musk;patrice martin;;sweet;fruity;honey;powdery;vanilla
121;sea-sparkle;brocard;Russia;unisex;3,11;57;2021.0;sea water, citruses, ozonic notes;melon, jasmine, herbal notes;ambergris;cyrill rolland;;ozonic;marine;aquatic;fresh;citrus
122;show-off;charriol;Switzerland;women;3,11;45;2012.0;black currant, bergamot, peach;rose, lotus, violet;virginia cedar, musk, amber;michel almairac;sidonie lancesseur;fruity;woody;floral;powdery;citrus
123;wednesday;house-of-sillage;USA;unisex;3,11;28;2023.0;black pepper, elemi resin, saffron;turkish rose, rose, magnolia;patchouli, vetiver, agarwood;unknown;;rose;patchouli;warm spicy;woody;fresh spicy
124;colore-colore-violet;parfums-genty;Russia;women;3,11;27;2008.0;black currant, blackberry, pineapple;sugar cane, rose, green notes, jasmine;musk, sandalwood, woody notes;unknown;;fruity;sweet;;;
125;gourmand-bakhoor-dehn-al-oud;jousset-parfums;France;unisex;3,11;28;2022.0;caramel, vanilla, amaretto;almond, cacao, honey;agarwood (oud);jimmy bodin;;almond;vanilla;caramel;sweet;oud
126;cherry-bloom;bi-es;Poland;women;3,12;26;;green grass, grapes;jasmine, cherry, violet, almond;iris, musk;unknown;;violet;white floral;powdery;cherry;iris
127;le-secret-du-charme;brocard;Russia;women;3,12;32;2019.0;pear, apple, lemon;cedar, sandalwood, lily-of-the-valley;musk, vanilla, amber;didier gaffet;;fruity;powdery;woody;fresh;sweet
128;mexx-spring-is-now-woman;mexx;Netherlands;women;3,12;40;2015.0;apple, grapefruit, black currant;rose, lily-of-the-valley;peach blossom, brazilian rosewood;unknown;;floral;fruity;rose;fresh;citrus
129;presenze;hilde-soliani;Italy;unisex;3,12;26;2012.0;bergamot;jasmine, lily-of-the-valley, patchouli;vetiver, amber, vanilla;hilde soliani;;white floral;woody;aromatic;citrus;amber
130;whispers-of-strength;house-of-sillage;USA;women;3,12;76;2017.0;boysenberry, frangipani;indian tuberose, egyptian jasmine;amber, vanilla;unknown;;white floral;tuberose;floral;fruity;tropical
131;here-to-stay;naomi-campbell;USA;women;3,12;89;2020.0;raspberry, black currant;rose, jasmine;musk, vanilla;unknown;;fruity;rose;white floral;sweet;musky
132;deja-vu;teo-cabanel;France;unisex;3,12;104;2023.0;bubble gum, raspberry, citron;iris, jasmine sambac, orange blossom;white leather, white musk;patrice revillard;;fruity;iris;sweet;powdery;citrus
